552.737	1	5286
552.793	1	5355
552.848	1	5290
552.903	1	5281
552.959	1	5396
553.014	1	5327
553.069	1	5291
553.125	1	5305
553.180	1	5392
553.235	1	5388
553.291	1	5337
553.346	1	5333
553.401	1	5383
553.457	1	5440
553.512	1	5404
553.567	1	5416
553.623	1	5458
553.678	1	5410
553.733	1	5391
553.789	1	5474
553.844	1	5449
553.899	1	5421
553.954	1	5449
554.010	1	5465
554.065	1	5498
554.120	1	5504
554.176	1	5456
554.231	1	5533
554.286	1	5518
554.341	1	5535
554.397	1	5501
554.452	1	5576
554.507	1	5561
554.562	1	5577
554.618	1	5540
554.673	1	5572
554.728	1	5597
554.783	1	5658
554.839	1	5612
554.894	1	5619
554.949	1	5641
555.004	1	5636
555.060	1	5648
555.115	1	5623
555.170	1	5644
555.225	1	5739
555.280	1	5669
555.336	1	5687
555.391	1	5702
555.446	1	5763
555.501	1	5755
555.556	1	5795
555.612	1	5586
555.667	1	5713
555.722	1	5773
555.777	1	5766
555.832	1	5580
555.888	1	5644
555.943	1	5720
555.998	1	5807
556.053	1	5775
556.108	1	5772
556.163	1	5796
556.219	1	5805
556.274	1	5808
556.329	1	5816
556.384	1	5800
556.439	1	5860
556.494	1	5868
556.549	1	5925
556.605	1	5881
556.660	1	5897
556.715	1	5906
556.770	1	5922
556.825	1	5923
556.880	1	5948
556.935	1	5964
556.990	1	5973
557.045	1	5960
557.101	1	5924
557.156	1	5937
557.211	1	5960
557.266	1	6005
557.321	1	6010
557.376	1	5986
557.431	1	5977
557.486	1	6036
557.541	1	6054
557.596	1	6043
557.651	1	6057
557.706	1	6038
557.762	1	6091
557.817	1	6083
557.872	1	6093
557.927	1	6090
557.982	1	6110
558.037	1	6175
558.092	1	6240
558.147	1	6134
558.202	1	6115
558.257	1	6135
558.312	1	6202
558.367	1	6197
558.422	1	6190
558.477	1	6263
558.532	1	6171
558.587	1	6241
558.642	1	6231
558.697	1	6207
558.752	1	6168
558.807	1	6244
558.862	1	6245
558.917	1	6275
558.972	1	6252
559.027	1	6260
559.082	1	6250
559.137	1	6293
559.192	1	6309
559.247	1	6310
559.302	1	6328
559.357	1	6296
559.412	1	6338
559.467	1	6388
559.522	1	6369
559.577	1	6392
559.632	1	6355
559.687	1	6386
559.742	1	6376
559.796	1	6364
559.851	1	6416
559.906	1	6437
559.961	1	6434
560.016	1	6374
560.071	1	6430
560.126	1	6484
560.181	1	6470
560.236	1	6458
