519.277	1	3466
519.400	1	3485
519.522	1	3573
519.645	1	3594
519.768	1	3599
519.890	1	3545
520.013	1	3557
520.136	1	3539
520.258	1	3541
520.381	1	3530
520.504	1	3478
520.626	1	3541
520.749	1	3589
520.872	1	3570
520.994	1	3697
521.117	1	3707
521.240	1	3687
521.362	1	3672
521.485	1	3633
521.607	1	3593
521.730	1	3550
521.853	1	3585
521.975	1	3586
522.098	1	3601
522.220	1	3607
522.343	1	3672
522.466	1	3740
522.588	1	3769
522.711	1	3786
522.833	1	3815
522.956	1	3796
523.078	1	3717
523.201	1	3645
523.324	1	3639
523.446	1	3611
523.569	1	3634
523.691	1	3680
523.814	1	3703
523.936	1	3792
524.059	1	3780
524.181	1	3898
524.304	1	3877
524.426	1	3850
524.549	1	3797
524.671	1	3796
524.794	1	3752
524.916	1	3743
525.039	1	3726
525.161	1	3674
525.284	1	3737
525.406	1	3803
525.528	1	3840
525.651	1	3891
525.773	1	3951
525.896	1	3975
526.018	1	3998
526.141	1	3982
526.263	1	3919
526.386	1	3862
526.508	1	3832
526.630	1	3836
526.753	1	3788
526.875	1	3787
526.998	1	3815
527.120	1	3835
527.242	1	3984
527.365	1	4001
527.487	1	4052
527.609	1	4164
527.732	1	4107
527.854	1	4157
527.976	1	4093
528.099	1	4057
528.221	1	3993
528.344	1	3927
528.466	1	3941
528.588	1	3919
528.711	1	3920
528.833	1	3940
528.955	1	4046
529.077	1	4090
529.200	1	4212
529.322	1	4237
529.444	1	4318
529.567	1	4310
529.689	1	4206
529.811	1	4231
529.933	1	4233
530.056	1	4131
530.178	1	4082
530.300	1	4013
530.423	1	4014
530.545	1	3986
530.667	1	4071
530.789	1	4186
530.911	1	4241
531.034	1	4356
531.156	1	4395
531.278	1	4439
531.400	1	4520
531.523	1	4487
531.645	1	4440
531.767	1	4401
531.889	1	4319
532.011	1	4221
532.134	1	4156
532.256	1	4135
532.378	1	4145
532.500	1	4182
532.622	1	4216
532.744	1	4385
532.867	1	4461
532.989	1	4510
533.111	1	4638
533.233	1	4641
533.355	1	4725
533.477	1	4611
533.599	1	4615
533.721	1	4523
533.844	1	4462
533.966	1	4463
534.088	1	4365
534.210	1	4298
534.332	1	4344
534.454	1	4318
534.576	1	4388
534.698	1	4529
534.820	1	4579
534.942	1	4695
535.064	1	4737
535.186	1	4783
535.308	1	4863
535.431	1	4901
535.553	1	4908
535.675	1	4823
535.797	1	4722
535.919	1	4664
536.041	1	4576
536.163	1	4546
536.285	1	4424
536.407	1	4460
536.529	1	4492
536.651	1	4549
536.773	1	4615
536.895	1	4731
537.017	1	4833
537.139	1	4954
537.261	1	4949
537.383	1	5053
537.505	1	5093
537.626	1	5106
537.748	1	5163
537.870	1	5005
537.992	1	4965
538.114	1	4796
538.236	1	4699
538.358	1	4657
538.480	1	4605
538.602	1	4645
538.724	1	4679
538.846	1	4786
538.968	1	4881
539.090	1	5686
539.211	1	5099
539.333	1	5203
539.455	1	5298
539.577	1	5380
539.699	1	5391
539.821	1	5401
539.943	1	5372
540.065	1	5281
540.186	1	5153
540.308	1	5054
540.430	1	4977
540.552	1	4855
540.674	1	4775
540.796	1	4814
540.917	1	4909
541.039	1	4991
541.161	1	5124
541.283	1	5211
541.405	1	5298
541.526	1	5447
541.648	1	5545
541.770	1	5583
541.892	1	5597
542.013	1	5704
542.135	1	5616
542.257	1	5661
542.379	1	5494
542.501	1	5375
542.622	1	5285
542.744	1	5131
542.866	1	5155
542.987	1	5123
543.109	1	5131
543.231	1	5197
543.353	1	5360
543.474	1	5457
