572.996	1	5414
573.051	1	5536
573.106	1	5409
573.161	1	5360
573.215	1	5551
573.270	1	5483
573.325	1	5417
573.380	1	5492
573.435	1	5436
573.490	1	5419
573.544	1	5361
573.599	1	5360
573.654	1	5356
573.709	1	5313
573.764	1	5287
573.819	1	5237
573.873	1	5191
573.928	1	5151
573.983	1	5074
574.038	1	5096
574.093	1	5076
574.147	1	5053
574.202	1	5119
574.257	1	5151
574.312	1	5205
574.366	1	5166
574.421	1	5180
574.476	1	5240
574.531	1	5248
574.586	1	5311
574.640	1	5337
574.695	1	5431
574.750	1	5389
574.805	1	5342
574.859	1	5406
574.914	1	5462
574.969	1	5418
575.024	1	5463
575.078	1	5534
575.133	1	5563
575.188	1	5623
575.242	1	5623
575.297	1	5623
575.352	1	5719
575.407	1	5707
575.461	1	5744
575.516	1	5801
575.571	1	5863
575.625	1	5851
575.680	1	5929
575.735	1	5917
575.789	1	6001
575.844	1	5855
575.899	1	5939
575.954	1	6101
576.008	1	6037
576.063	1	5840
576.118	1	5863
576.172	1	6107
576.227	1	6125
576.282	1	6143
576.336	1	6115
576.391	1	6135
576.445	1	6167
576.500	1	6130
576.555	1	6199
576.609	1	6171
576.664	1	6195
576.719	1	6161
576.773	1	6142
576.828	1	6054
576.883	1	6116
576.937	1	5975
576.992	1	5947
577.046	1	5941
577.101	1	5836
577.156	1	5808
577.210	1	5778
577.265	1	5712
577.319	1	5736
577.374	1	5706
577.429	1	5758
577.483	1	5836
577.538	1	5786
577.592	1	5873
577.647	1	5850
577.701	1	5866
577.756	1	5827
577.811	1	5860
577.865	1	5898
577.920	1	5898
577.974	1	5910
578.029	1	5919
578.083	1	6023
578.138	1	6055
578.192	1	6075
578.247	1	6143
578.301	1	6202
578.356	1	6132
578.411	1	6136
578.465	1	6214
578.520	1	6314
578.574	1	6300
578.629	1	6312
578.683	1	6371
578.738	1	6411
578.792	1	6484
578.847	1	6461
578.901	1	6507
578.956	1	6543
579.010	1	6556
579.065	1	6545
579.119	1	6590
579.174	1	6606
579.228	1	6637
579.282	1	6670
579.337	1	6680
579.391	1	6790
579.446	1	6727
579.500	1	6785
579.555	1	6818
579.609	1	6803
579.664	1	6862
579.718	1	6860
579.773	1	6864
579.827	1	6912
579.881	1	6946
579.936	1	6892
579.990	1	6900
580.045	1	6800
580.099	1	6849
580.154	1	6818
580.208	1	6831
580.262	1	6763
580.317	1	6649
580.371	1	6585
580.426	1	6549
580.480	1	6518
580.534	1	6470
580.589	1	6483
580.643	1	6437
580.698	1	6396
580.752	1	6387
580.806	1	6430
580.861	1	6446
580.915	1	6458
580.969	1	6449
581.024	1	6464
581.078	1	6449
581.132	1	6458
581.187	1	6530
581.241	1	6548
581.295	1	6568
581.350	1	6627
581.404	1	6626
581.458	1	6635
581.513	1	6696
581.567	1	6716
581.621	1	6774
581.676	1	6815
581.730	1	6881
581.784	1	6890
581.839	1	7613
581.893	1	7003
581.947	1	6997
582.002	1	7026
582.056	1	7043
582.110	1	7125
582.165	1	7139
582.219	1	7236
582.273	1	7228
582.327	1	7277
582.382	1	7288
582.436	1	7267
582.490	1	7313
582.544	1	7354
582.599	1	7344
582.653	1	7405
582.707	1	7422
582.761	1	7398
582.816	1	7450
582.870	1	7486
582.924	1	7497
582.978	1	7441
583.033	1	7542
583.087	1	7589
583.141	1	7586
583.195	1	7579
583.250	1	7665
583.304	1	7685
583.358	1	7706
583.412	1	7686
583.466	1	7669
583.521	1	7693
583.575	1	7695
583.629	1	7605
583.683	1	7533
583.737	1	7483
583.792	1	7442
583.846	1	7389
583.900	1	7325
583.954	1	7245
584.008	1	7327
584.063	1	7214
584.117	1	7179
584.171	1	7164
584.225	1	7132
584.279	1	7113
584.333	1	7049
584.387	1	7110
584.442	1	7126
584.496	1	7216
584.550	1	7222
584.604	1	7256
584.658	1	7281
584.712	1	7242
584.766	1	7306
584.821	1	7382
584.875	1	7365
584.929	1	7394
584.983	1	7475
585.037	1	7541
585.091	1	7604
585.145	1	7590
585.199	1	7658
585.253	1	7633
585.307	1	7729
585.362	1	7760
585.416	1	7774
585.470	1	7793
585.524	1	7789
585.578	1	7877
585.632	1	7883
585.686	1	7879
585.740	1	7924
585.794	1	8034
585.848	1	8024
585.902	1	8024
585.956	1	8052
586.010	1	8127
586.064	1	8097
586.118	1	8083
586.172	1	8139
586.227	1	8150
586.281	1	8185
586.335	1	8233
586.389	1	8194
586.443	1	8212
586.497	1	8316
586.551	1	8288
586.605	1	8385
586.659	1	8340
586.713	1	8422
586.767	1	8397
586.821	1	8424
586.875	1	8414
586.929	1	8497
586.983	1	8520
587.037	1	8451
587.091	1	8497
587.145	1	8510
587.199	1	8468
587.253	1	8363
587.306	1	8296
587.360	1	8217
587.414	1	8196
587.468	1	8133
587.522	1	8022
587.576	1	8012
587.630	1	7988
587.684	1	7865
587.738	1	7867
587.792	1	7848
587.846	1	7881
587.900	1	7788
587.954	1	7832
588.008	1	7903
588.062	1	7984
588.116	1	7529
588.169	1	7438
588.223	1	7688
588.277	1	8235
588.331	1	8248
588.385	1	8244
588.439	1	8217
588.493	1	8228
588.547	1	8250
588.601	1	8294
588.655	1	8300
588.708	1	8434
588.762	1	8494
588.816	1	8519
588.870	1	8537
588.924	1	8553
588.978	1	8626
589.032	1	8614
589.085	1	8642
589.139	1	8690
589.193	1	8751
589.247	1	8736
589.301	1	8698
589.355	1	8762
589.408	1	8773
589.462	1	8829
589.516	1	8868
589.570	1	8853
589.624	1	8943
589.678	1	8898
589.731	1	9004
589.785	1	9002
589.839	1	9020
589.893	1	9025
589.947	1	9061
590.000	1	9084
590.054	1	9087
590.108	1	9127
590.162	1	9155
590.216	1	9172
590.269	1	9172
590.323	1	9253
590.377	1	9302
590.431	1	9228
590.484	1	9242
590.538	1	9315
590.592	1	9351
590.646	1	9331
590.699	1	9406
590.753	1	9360
590.807	1	9320
590.861	1	9309
590.914	1	9276
