TITLE	
DATA TYPE	ULTRAVIOLET SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	20/03/13
TIME	14:07:32
SPECTROMETER/DATA SYSTEM	
LOCALE	1033
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	  700.0000
LASTX	  300.0000
NPOINTS	     401
FIRSTY	     0.01703
MAXY	     0.49527
MINY	     0.01698
XYDATA
700.0000	0.0170305
699.0000	0.017036
698.0000	0.0170107
697.0000	0.0169795
696.0000	0.0170354
695.0000	0.0170838
694.0000	0.0170665
693.0000	0.0170728
692.0000	0.0170796
691.0000	0.0170749
690.0000	0.0170769
689.0000	0.0170873
688.0000	0.0170954
687.0000	0.0170792
686.0000	0.0170971
685.0000	0.0171026
684.0000	0.0171312
683.0000	0.0171842
682.0000	0.0171549
681.0000	0.0171071
680.0000	0.0171057
679.0000	0.0171057
678.0000	0.0171077
677.0000	0.0171634
676.0000	0.017183
675.0000	0.0171885
674.0000	0.0172084
673.0000	0.0172201
672.0000	0.0172266
671.0000	0.0172004
670.0000	0.0172029
669.0000	0.0172355
668.0000	0.0172568
667.0000	0.0172485
666.0000	0.0172378
665.0000	0.0172572
664.0000	0.0172885
663.0000	0.0172972
662.0000	0.0172815
661.0000	0.017311
660.0000	0.0173202
659.0000	0.0172709
658.0000	0.0172827
657.0000	0.0173346
656.0000	0.0173621
655.0000	0.0173565
654.0000	0.0173863
653.0000	0.0174144
652.0000	0.0173723
651.0000	0.0173661
650.0000	0.0174089
649.0000	0.0174375
648.0000	0.0174508
647.0000	0.0174541
646.0000	0.0174285
645.0000	0.0174305
644.0000	0.0174637
643.0000	0.0174734
642.0000	0.0174347
641.0000	0.0174361
640.0000	0.0174654
639.0000	0.0174727
638.0000	0.0174631
637.0000	0.0174978
636.0000	0.0175698
635.0000	0.0175738
634.0000	0.0175489
633.0000	0.0175511
632.0000	0.0175843
631.0000	0.0176138
630.0000	0.0176154
629.0000	0.0176163
628.0000	0.017678
627.0000	0.0176695
626.0000	0.0176117
625.0000	0.0176069
624.0000	0.0176407
623.0000	0.0176909
622.0000	0.0177248
621.0000	0.0177233
620.0000	0.0177361
619.0000	0.0177327
618.0000	0.0177073
617.0000	0.0177481
616.0000	0.0178036
615.0000	0.0177919
614.0000	0.0177839
613.0000	0.0178237
612.0000	0.0178773
611.0000	0.0179109
610.0000	0.0178635
609.0000	0.0178175
608.0000	0.0178565
607.0000	0.0178854
606.0000	0.0178829
605.0000	0.0179312
604.0000	0.0179416
603.0000	0.0179498
602.0000	0.0179843
601.0000	0.017974
600.0000	0.0179806
599.0000	0.0179977
598.0000	0.0180032
597.0000	0.0179879
596.0000	0.0179878
595.0000	0.0180021
594.0000	0.0180372
593.0000	0.018066
592.0000	0.0180144
591.0000	0.0180034
590.0000	0.0180797
