TITLE	
DATA TYPE	ULTRAVIOLET SPECTRUM
ORIGIN	JASCO
OWNER	
DATE	20/03/13
TIME	14:23:01
SPECTROMETER/DATA SYSTEM	
LOCALE	1033
RESOLUTION	
DELTAX	-1
XUNITS	NANOMETERS
YUNITS	ABSORBANCE
FIRSTX	  700.0000
LASTX	  300.0000
NPOINTS	     401
FIRSTY	    -0.00267
MAXY	     0.36197
MINY	    -0.00345
XYDATA
700.0000	-0.00267089
699.0000	-0.00266826
698.0000	-0.00270366
697.0000	-0.00271626
696.0000	-0.00267429
695.0000	-0.00265227
694.0000	-0.0027042
693.0000	-0.00270957
692.0000	-0.00267817
691.0000	-0.00268796
690.0000	-0.00272993
689.0000	-0.00271512
688.0000	-0.00271405
687.0000	-0.00276694
686.0000	-0.00275763
685.0000	-0.00272676
684.0000	-0.00269507
683.0000	-0.00270683
682.0000	-0.00277004
681.0000	-0.00280216
680.0000	-0.00280819
679.0000	-0.00280108
678.0000	-0.00278646
677.0000	-0.00278055
676.0000	-0.0028015
675.0000	-0.00283487
674.0000	-0.00284388
673.0000	-0.00283021
672.0000	-0.00279708
671.0000	-0.00282454
670.0000	-0.00284848
669.0000	-0.00285845
668.0000	-0.00285642
667.0000	-0.00284412
666.0000	-0.00289874
665.0000	-0.00291796
664.0000	-0.00290507
663.0000	-0.00287385
662.0000	-0.00287397
661.0000	-0.00291086
660.0000	-0.00291391
659.0000	-0.00293677
658.0000	-0.00294005
657.0000	-0.00294918
656.0000	-0.00294578
655.0000	-0.00290268
654.0000	-0.00288692
653.0000	-0.00294208
652.0000	-0.00297557
651.0000	-0.00297229
650.0000	-0.00297545
649.0000	-0.00297593
648.0000	-0.00297497
647.0000	-0.00300231
646.0000	-0.0030278
645.0000	-0.00302321
644.0000	-0.00301019
643.0000	-0.00298387
642.0000	-0.00302482
641.0000	-0.00300816
640.0000	-0.00301795
639.0000	-0.00305777
638.0000	-0.00306177
637.0000	-0.00306774
636.0000	-0.00303485
635.0000	-0.00304947
634.0000	-0.00307872
633.0000	-0.00308929
632.0000	-0.00306726
631.0000	-0.00304296
630.0000	-0.00310696
629.0000	-0.0031186
628.0000	-0.00304571
627.0000	-0.00305496
626.0000	-0.00309376
625.0000	-0.003126
624.0000	-0.00313991
623.0000	-0.00310445
622.0000	-0.00308451
621.0000	-0.00309388
620.0000	-0.00309012
619.0000	-0.00308833
618.0000	-0.00315268
617.0000	-0.00316307
616.0000	-0.00314689
615.0000	-0.00314594
614.0000	-0.00309943
613.0000	-0.00313388
612.0000	-0.00318098
611.0000	-0.00315614
610.0000	-0.0031454
609.0000	-0.00316778
608.0000	-0.00314934
607.0000	-0.0031805
606.0000	-0.0031956
605.0000	-0.00313639
604.0000	-0.00313
603.0000	-0.00317059
602.0000	-0.00320109
601.0000	-0.00319268
600.0000	-0.00320229
